Proteins,LFQ intensity 28a,LFQ intensity 28b,LFQ intensity 28c,LFQ intensity 28d,LFQ intensity 29a,LFQ intensity 29b,LFQ intensity 29c,LFQ intensity 29d,LFQ intensity 30a,LFQ intensity 30b,LFQ intensity 30c,LFQ intensity 30d,LFQ intensity 7a,LFQ intensity 7b,LFQ intensity 7c,LFQ intensity 7d,LFQ intensity CTLa,LFQ intensity CTLb,LFQ intensity CTLc,LFQ intensity CTLd
RPL19,33.94130973,32.70643797,33.6462434,33.6418369,32.53329294,32.70305804,32.36358842,33.13039726,32.87574986,33.31998954,33.11494032,33.83921037,31.43842158,32.70208794,32.65853173,33.56932551,30.76635562,31.69644016,30.98807081,28.27061685
CSNK2A2,27.35026452,26.85317152,26.9375299,27.57318685,27.61729852,27.77228356,26.53793677,26.98119934,27.27719558,27.1870693,27.82784042,26.11263135,27.34815501,28.86632094,27.5929904,27.97743742,27.00142108,24.00787112,0,24.78666129
RPS10,32.60726103,32.87210241,32.90678961,32.63025153,31.53982339,32.39721149,32.90578596,33.43029314,31.98359313,33.06495164,32.56821585,33.03103145,31.40131212,32.78068041,32.37645404,32.6176751,31.62705788,31.45154875,31.22256655,31.35526228
CCNK,28.25498368,26.54288852,26.02793585,27.17597998,28.54310984,25.99974493,24.95295946,26.08531312,26.80045284,25.92333982,25.88058983,26.94257213,28.34490031,27.51968352,25.16453625,27.40251209,24.7663809,24.67879483,0,24.96239017
CSNK2B,28.21757179,28.54668319,28.41691489,28.03857635,28.89408867,29.40367043,28.79628092,27.13584625,28.32872977,28.98866679,29.1797808,27.42037276,28.52032068,29.91911683,29.18562872,28.84409868,28.24744269,28.08861228,27.71220675,26.54330163
RPS20,33.08513643,32.98779983,31.18748232,32.48229131,31.20081216,32.647359,32.22386144,34.54915082,31.53194612,33.09082499,31.92032425,34.01712402,31.36515401,32.36736903,32.19527791,33.24132911,30.44460524,29.79048204,29.80003619,29.39054928
RPS16,32.46652796,32.48301249,32.84193023,33.12396927,31.42727372,32.80453196,32.33319477,34.68400149,31.66801278,32.58940058,33.07286149,34.56575568,31.36123683,32.58131874,32.43549366,34.14694989,30.38966754,30.85593573,30.36734299,28.92626142
CCNT1,33.30062058,30.24898118,27.72045,29.89298932,33.02783899,30.65121407,31.08467721,30.72004222,33.01305201,28.90417507,29.80582762,30.69502994,32.34931562,30.85266566,30.3969309,31.52467953,25.40665345,25.05473811,0,0
CSTF2,26.52059794,27.42334151,27.66003333,0,28.19718362,28.81848447,28.87680755,26.48022097,25.42027637,26.21050117,25.64193421,0,28.8484333,28.33069693,28.64903937,27.63761556,24.74108591,24.98098152,0,0
CSTF3,25.35675929,24.51231706,27.16739135,0,24.82575577,26.29212599,26.49321547,23.42495972,0,25.56241084,22.75946887,0,27.78062957,28.05014633,28.0401453,24.92831885,23.75613278,23.93606996,27.23726555,0
CEP78,26.09321444,24.7990203,23.97202269,23.59000858,25.86313345,23.41351327,0,25.18688046,25.83708795,24.71198366,25.69418315,26.13664824,24.89527388,24.54386209,23.95375881,24.02917937,0,23.30632986,0,0
CTCF,27.21224656,27.01361113,28.10314571,26.39419353,24.51502748,26.74573443,26.45200653,0,25.58540248,27.33125238,25.48655641,0,24.40691291,25.55558171,25.85224298,0,24.65447171,25.46522535,0,0
CTNNBL1,0,23.82065267,23.92170658,0,22.84124568,23.53528392,0,0,22.8944692,26.76837638,24.59804114,24.1668361,22.74722597,23.40470606,23.53433423,0,0,0,0,0
CWC22,22.81745526,0,23.75765939,22.90875689,27.53482399,25.38353793,0,22.96056198,21.87154733,23.0752232,0,0,27.0605424,24.36532925,23.65097108,22.47035502,22.28666943,0,0,0
RPL10,33.34651801,33.13272762,33.83158626,33.12517093,31.68013882,33.18148198,33.02073763,32.00951917,32.17292614,33.71446443,33.9958061,33.04762006,31.30867062,32.875878,33.29542955,32.72973657,30.51192137,32.28854316,31.55837271,28.9736383
RPL27,32.41081833,33.79459328,34.29481358,30.8028578,31.87664656,33.53275901,33.60829701,30.06316834,32.44401276,33.51782197,33.53043526,30.83725642,31.30633638,32.4843097,33.17833885,31.57506404,30.21465692,32.23397902,31.92326755,28.13633532
RPSA,32.3596408,34.05956289,33.13044329,30.28239728,31.37813498,33.9579191,33.01348468,33.16187427,31.70507871,34.29406038,33.22661999,31.90368679,31.30617339,33.71896104,33.16876359,32.31521887,30.60549594,31.50885576,31.88877946,28.72045
RPS25,32.13897952,32.75827593,32.70016645,33.16569741,31.3677075,32.95253115,32.65189834,34.09183395,31.42241945,33.19276733,32.54724418,34.54155525,31.3038351,32.51218046,32.37785065,33.3985372,29.80889872,30.21291908,30.63797825,28.56481812
CXorf56,24.07895668,24.07242901,24.46506962,0,0,23.52587824,24.21763649,22.25600477,0,24.0736552,24.07349177,23.69890556,0,23.56022553,24.74463144,22.08342739,0,0,0,0
DBR1,29.75131657,29.39247492,29.04590956,28.23685514,29.5489993,0,28.64234057,28.14617911,30.35594484,29.00383518,28.15923264,28.59052977,28.92138879,29.82479425,28.43698318,28.09978938,28.87821171,0,0,0
RPL15,33.52121972,33.18578525,33.97621883,34.63184572,31.69054126,32.55089445,32.49517004,32.72728358,32.54310062,33.22676353,33.21409235,33.94933393,31.28873566,32.55910245,32.74767223,33.79343091,30.92966532,32.10665024,30.99725396,29.87578281
RPL35A,33.55167382,32.23939551,33.53090031,33.79904038,31.92747702,32.03311754,31.59419244,32.00815038,32.78161863,32.340031,32.41616492,33.55213207,31.28559751,31.24490513,31.64594289,32.93193835,30.34678217,30.06958432,29.41689476,29.44980862
DBT,27.14782941,23.75389083,0,0,27.80556628,27.6285361,25.79091699,0,27.0053888,24.70514299,24.26992167,0,28.23958899,25.58394033,25.46229482,23.44594336,24.57346136,25.75003571,24.8382187,0
CLASP2,29.1514389,26.34073884,26.61287727,29.08565249,26.81628858,23.87839299,24.98446262,26.48887143,26.9647713,24.75159432,27.30765054,29.02329485,26.11119904,25.57862399,25.51105045,27.30799788,25.70733027,24.28750103,25.03397475,23.82764662
RPS13,32.09147143,32.05371711,32.58107176,32.8770307,31.15617325,32.19310526,31.96897825,33.94462948,31.55114665,32.50871412,32.58015085,33.88221559,31.20955332,31.8246046,32.18148198,33.08179185,30.14988962,29.92422372,30.42412281,29.22137999
DDX1,30.21812633,29.89850655,29.64648375,29.13731295,29.94823759,30.19413327,30.02525022,29.74544594,29.76984281,29.95518433,29.32465866,29.62153161,30.02498613,30.16098826,29.65056372,29.28643502,29.21706327,29.40391418,29.77100859,27.02358568
RPL28,33.18681848,32.26007521,34.0617369,33.52927199,31.76682949,32.41691992,31.98298146,31.83198258,32.5065641,32.64041536,32.39596116,33.26779616,31.15436347,31.37513378,31.72927062,33.04929283,29.84719404,30.94048734,30.01597837,29.59905272
DDX17,32.00801677,32.06072277,31.52075154,31.05387891,32.43497197,32.27561476,31.6114005,30.63140126,31.84337248,31.54167063,31.65159902,31.03098213,32.4396852,32.22564361,31.60946435,31.49323838,30.06291111,30.27475428,30.57072836,30.42922085
DDX20,35.33248135,31.38812834,30.23785815,29.68835837,36.01888637,33.10948636,33.57316879,32.75873261,36.54869162,30.42512384,30.99732127,29.71530349,35.92993863,32.87578647,32.96476785,32.96433753,26.75302369,24.66925533,25.1712721,23.68570781
DDX23,29.26838751,29.26566304,29.94167702,29.31127183,29.73474716,29.8086993,29.51235474,26.11324761,28.12553739,28.81833208,28.97100859,28.64048001,30.17771534,29.65674734,29.71528713,28.75410753,27.26713757,28.43384347,25.52124218,26.30422472
DDX28,25.43029813,26.82286623,26.87349649,25.27173914,25.6549633,26.66152913,25.5694396,0,25.8416536,27.0209396,27.75410753,26.50506428,24.89471898,25.63211926,25.98800036,24.2220667,25.02500198,0,0,0
RPL34,33.23263601,31.26405274,33.00591076,33.22000212,31.6952789,32.02131696,31.80312733,31.22176025,32.12534031,31.43111552,31.67581377,33.09361366,31.04739255,30.53194612,31.96657381,32.46801007,30.06843155,30.49094566,30.26919047,28.7580535
DDX3X,31.78966616,31.59868011,31.08720903,30.37978814,32.21129521,31.94157209,31.50715509,30.5442528,31.63426074,30.87026603,30.10024069,30.59138612,32.21152731,31.90802529,31.32103858,30.34244387,31.04966609,30.6082309,29.49787001,28.44545404
CORO1C,23.64295334,0,0,31.43236067,27.14491585,27.79401996,0,34.8158345,27.28144688,0,23.6093023,27.7933999,26.25295555,0,26.318776,30.72273146,29.35651165,26.39762463,0,0
FLAG,33.14065634,34.19006099,34.01529719,33.49082615,32.97589438,29.25750359,33.19416263,33.82468046,34.37697146,32.06506403,34.90472778,29.42149679,31.00798336,34.10579208,28.22857652,33.58665201,0,29.23512102,0,28.37616938
DDX46,25.16817599,23.92107093,0,25.94471814,27.31172656,27.23854163,24.90729046,22.80687683,0,26.05077947,25.43141446,25.36653033,27.60009904,27.60921775,25.70777786,23.8321939,26.85839825,25.62399577,24.65660074,0
DDX5,32.96858351,33.17261325,32.95096818,32.10136833,33.23734534,33.39292011,32.81071144,31.74542991,32.7018608,32.65144933,32.2704442,32.04198663,33.23006079,33.4274236,32.75248545,32.32501266,31.21829958,30.5180331,31.01830192,29.19624574
RPL18,33.06197825,33.68353098,34.32529419,33.91474033,31.4315639,33.1413113,32.79461264,32.05568988,32.07418622,33.54328503,33.45953421,33.56705998,30.94216661,32.70086923,33.37541865,33.20360051,30.85971679,32.11916808,31.08733551,29.6368208
DDX55,26.96344893,27.5132211,27.52140695,27.77461023,23.35756489,26.11459846,25.92116175,26.11761346,25.07700148,27.06033625,27.38541534,26.90919195,0,26.83725642,26.0742679,26.13380996,0,25.63917618,0,0
DDX6,29.63849621,29.22623526,28.47448435,27.29175724,29.65003295,28.64326995,27.91050778,26.77605466,29.62345164,27.89411759,28.50438246,28.47072738,29.78668621,29.22827833,28.1141119,27.7912897,27.88180367,27.55002749,27.57729904,0
RPS11,31.85411581,32.78842202,32.67231909,33.10491778,30.9698703,33.00711457,31.9736383,34.12694078,31.28350161,32.91927669,32.50559437,34.24239433,30.89547613,32.37937503,32.11994106,33.28333601,29.37517522,30.39539943,30.63823725,28.3948477
RPS6,32.24991366,32.82471839,33.29063175,33.25406011,31.77305429,32.71524212,32.61265321,34.24189733,31.60523099,32.87560341,32.79961942,34.38110415,30.89395853,32.62176302,32.61809098,33.45009879,29.36254374,31.40339617,31.61846298,30.57018549
CSNK1A1,26.71397713,26.49110627,26.14454638,27.31725844,27.16422933,25.18933354,26.14588769,27.0857791,26.69019155,24.14763535,26.13864147,26.99808835,27.17788164,25.7196539,26.11283017,27.60349878,26.87513832,25.9774265,0,0
RPS8,31.90217781,33.30034783,33.13356992,32.99811189,31.2975082,33.19347249,32.85769775,34.39828235,31.48029417,33.34678217,33.26626086,33.97237198,30.88445539,32.99270346,32.73773552,33.37152928,30.3146248,31.73489249,31.33415433,29.24302173
DECR1,28.73740916,28.80174832,26.479296,27.68845842,27.65218906,27.79445384,26.50301785,24.36859651,28.50271443,27.92490327,27.53289367,27.00431752,26.99679619,27.70021607,26.41923177,26.45063864,26.06720604,26.90529463,25.68029814,0
EIF3A,30.66280273,30.0870193,29.39662474,29.23441309,30.48951086,29.87932238,29.2954186,30.05930501,30.11284508,29.71966696,30.20966951,29.93058201,30.88095759,30.66416001,30.08904183,28.67387801,30.63944532,30.32624562,29.5516784,0
DGCR8,27.67492196,26.21856058,25.93999719,25.62784065,27.95121489,26.18806978,25.03821002,0,27.53504656,25.88513647,25.32841307,25.27415887,27.80532026,26.09190392,26.24345309,24.44897026,0,0,0,0
DHX15,30.73384258,29.7164651,29.57110826,29.70320659,31.7940897,29.84098167,30.42792306,30.25203068,30.58521979,29.33636953,30.02366498,29.83900007,31.78265388,30.72191707,30.30867062,31.73186183,29.83931551,29.13102008,27.1823407,28.13697086
DNAJA1,30.16326977,30.78003503,29.52690065,29.48671367,30.96856634,30.33266141,29.43644713,28.73805375,30.72085767,30.67547731,30.18352431,29.91598703,30.92924204,30.34456174,29.79696161,29.00549589,29.63550674,28.52357703,29.46117481,27.32748823
DNAJA2,28.70381715,29.3146248,29.29946377,28.92050883,29.73326076,29.63110632,28.26700359,28.29688492,29.53941668,29.57043886,29.12568518,28.95908758,29.67546048,29.18376091,28.95479619,27.93736152,28.40632907,28.46622163,28.91202236,25.76182389
RPL22,32.3112989,32.51589693,32.65723305,31.65035828,31.19148833,32.22460907,31.70726115,31.24019201,31.15671574,32.14455124,31.66220853,31.69797325,30.81053908,31.54037781,32.28931299,31.70499629,30.20885597,30.25732374,30.46888405,27.96394496
DNAJA3,28.80783993,28.53608473,29.33306678,28.91033622,28.61125978,28.66139321,28.79305875,27.40202409,28.85667789,29.58513023,29.52131333,29.51581706,29.41725702,28.6417551,28.61799906,28.33602895,27.30330166,27.223522,27.91991242,26.82735589
RPL14,32.91869044,33.37684212,33.89897497,33.05505953,31.6123676,32.52014268,33.02058863,31.42462341,32.16979415,32.88407323,32.98695269,32.71928752,30.75270476,32.60642288,33.02197876,32.46839857,29.44803685,30.97178978,30.910422,27.58017781
RPS23,31.14982907,31.63270172,31.89854259,31.64366562,31.28614855,31.66390561,31.68758274,32.97765236,31.44391399,31.77266111,31.3139224,32.66256932,30.73311527,29.66030541,31.19466168,32.3133278,29.31885355,29.66967772,29.31896127,27.64189288
CSNK1E,28.03181039,25.62036438,26.04109629,28.18395016,27.90086874,26.06847768,24.29789078,27.12524176,27.52065788,25.20508446,26.51331147,27.18262485,27.31794844,26.25533493,26.06956384,28.32414359,26.98337568,0,0,0
EEFSEC,28.00415676,26.97004865,25.85877764,26.32512206,26.39231113,26.3016282,25.60938685,24.04668507,27.75633642,25.80242643,25.6612301,27.18971057,26.19309938,26.36842999,25.12581325,25.54627841,25.86521202,26.20286351,0,0
EFTUD2,30.47836659,30.34074733,30.07800996,29.85373668,31.275698,30.45356153,29.63320426,29.28014182,29.93382102,30.24195414,29.85866502,29.93269523,31.2015134,31.07220665,30.18352431,30.21951176,30.06766252,29.59940749,27.24626509,24.87366076
EIF2AK2,29.88108891,28.21210738,28.08669037,28.75197094,27.87654411,27.96460607,26.78344251,26.52430963,28.18952206,27.83653429,26.46277846,28.00902522,27.37193945,27.64196176,27.42734367,27.28780043,25.12522205,23.36733049,23.20356189,0
EIF2S1,30.51069591,30.77242515,30.12349141,30.16518825,28.99480184,30.2525947,29.66991421,29.06447952,29.64474885,30.11209938,29.62940493,30.30465121,28.83906016,30.79195723,29.85256149,29.68647277,29.44768224,29.60231332,29.14933244,27.9726801
RPS5,32.04599416,31.58230621,31.29963845,33.5851974,31.17039125,32.43594068,30.844832,34.44683721,31.45982731,31.60138374,32.05216286,34.79154006,30.59876884,31.4580189,31.20408172,33.74234101,29.45775478,30.25822276,29.8010853,28.58956577
H1FX,32.93047627,31.62596999,32.16104834,31.53343219,30.93915654,31.27230885,31.23432172,30.47672612,31.87265287,31.54023923,30.57587553,31.42392251,30.58333784,30.74222053,30.64701583,30.91363521,29.34144739,30.06650821,29.36877966,28.62756238
EIF4A3,30.18848487,30.13650645,30.59610474,29.99172406,32.55387211,31.76978765,31.87433963,29.96925279,30.2147727,29.96057966,30.21373034,29.41350924,32.47126054,31.19741799,32.17337301,30.79598689,29.55955835,30.23979382,30.74238117,28.47865589
RPL18A,33.06223565,32.42171748,32.91090444,33.77096922,30.9037586,31.89214978,31.3545794,31.81497556,32.02012495,32.28925802,32.68292433,33.21138225,30.57695681,32.17783413,31.51864285,32.54825524,30.58082475,31.29356716,29.92082113,28.09406061
RPL30,32.81199391,33.21971369,33.17724011,32.69718619,31.28162375,32.38280544,32.95221869,30.70338814,31.71779735,32.22463782,32.74280276,32.40235453,30.54655441,31.9528609,32.83124648,32.19234112,29.95629271,30.42342167,30.52691931,29.02683371
U2AF2,32.61467284,30.41508207,31.80116241,31.45635512,31.84089916,31.4574319,31.64215979,30.82896028,28.1806346,30.89403083,31.87562172,31.58217159,30.52747871,31.2399076,31.90228564,31.46036451,30.11545203,30.02802019,30.41639146,27.82414174
EIF4B,24.21904086,26.77115031,26.03235704,25.7692848,23.99282634,26.95814734,27.31068697,0,24.07398201,25.80486502,26.47504899,26.24726159,25.27834821,27.69059121,28.56499978,25.06348725,0,23.3778248,0,0
G3BP1,30.34657085,30.84625267,30.02406146,28.35169723,30.18293262,31.06593071,29.81775288,31.55329996,30.11532799,30.35478955,29.6772765,29.76003831,30.49314292,30.98243753,30.26001911,29.84828405,30.46197491,28.9601101,30.55004584,28.98869387
PRPF19,31.4081629,31.54070113,30.59566025,29.91812172,30.95705423,31.34572525,30.44864737,29.3514445,30.83100102,30.98630854,30.75636824,29.81567802,30.47701575,31.52845714,30.62130453,29.57578539,29.37759729,30.8041665,29.87066289,26.99539505
EIF4E,28.16719991,26.95249297,25.2704921,26.81787483,27.63277105,26.41401354,25.69370474,26.49877934,27.33381322,26.37441257,26.68244301,26.66044143,28.57354804,26.74201167,26.42555207,26.20241517,26.99431632,0,25.20519635,25.79676982
RPS17L,31.88412783,31.76331125,31.29148281,32.24988541,30.79195723,31.97021326,31.22980301,33.7802893,31.26980354,32.03213236,31.05491403,33.58497349,30.45061504,31.73984903,30.99954065,32.93775437,29.35207624,28.32581688,29.39813452,26.88378563
EIF4ENIF1,25.85718828,24.49606868,0,0,25.2365906,23.47469321,23.98615661,0,26.30855346,23.75419676,23.8612649,0,25.79629949,24.53362156,22.88710457,0,0,0,0,0
EIF4G1,29.22692426,28.60066622,26.44625896,27.08253435,29.17476636,28.5363071,26.82493078,27.60335729,28.03107419,28.38734785,28.29789078,27.88366912,29.17247913,29.76067287,28.29408229,27.91256494,28.77956548,27.07694034,27.37881714,23.92922228
ELAVL1,30.70272786,30.43648684,30.73303444,29.60942913,31.33164747,30.84670102,30.88983127,29.55680252,30.79969661,30.54028542,30.38422166,29.49004668,31.51906483,30.76089491,31.05096366,30.10136833,29.1967382,29.27406554,29.76287581,25.36466155
RPS14,31.94293561,32.6880415,32.62847091,32.20580111,30.44963154,32.80322358,32.46538496,33.63439058,30.87715872,32.97384354,32.61129056,32.67324621,30.41558583,32.44611004,32.39161484,32.73688924,28.85230847,30.1784279,30.62366094,29.2546008
SERBP1,32.45794554,33.16822561,32.3155428,32.49314292,30.55873763,33.08480391,32.2053933,34.21226685,31.33883633,33.33031226,32.45169612,34.27030495,30.39580798,32.96380375,32.05099608,32.31457078,29.72684525,30.80547402,30.89598164,28.50343496
ELAVL2,27.69285384,26.64801081,26.01284428,0,27.78749599,26.40621552,24.82788886,25.00191496,27.76363576,27.13045556,24.41892628,0,28.19041723,26.61372046,26.85447998,24.15853943,24.37868487,0,0,0
RPS12,30.73271105,32.754896,32.08252166,31.75847451,30.45454235,32.692725,31.88761796,33.25673346,30.78066086,33.2773896,32.22796862,33.06445382,30.3795816,32.62836227,31.90601901,32.64598583,29.14038818,29.90970698,30.80039112,27.89689112
ERCC3,24.81933752,24.95566658,24.28806456,25.12982697,23.81675244,24.09345625,23.13376685,23.42739162,25.25263079,24.13758657,25.25778231,24.92732442,0,23.53052922,0,24.12982697,23.57357693,0,0,0
EIF3L,29.73282425,29.06802145,28.2279342,28.38216125,29.83297855,28.80291941,28.39022125,29.33214919,29.20780932,28.77984722,28.97385722,28.57992615,30.37233394,29.95074227,29.16818077,27.65047812,29.8552526,29.8835526,27.09032971,27.5477498
ERH,30.89460913,30.5294349,32.05940172,30.91006454,32.17916978,32.06146331,31.67295128,29.50714563,29.87518227,30.24920729,30.58235108,29.7642371,32.22633289,31.03636386,32.41656764,31.93153335,30.53593647,30.03498753,30.5454501,29.71077903
ESF1,27.33099604,25.44575397,25.85052719,27.02622691,0,24.94006442,24.88869383,24.51195529,24.6792782,25.00290221,24.11925715,25.77167927,0,25.66863335,25.36105063,25.89363168,0,0,0,0
